"Gene","FXS-D56-BPN-1","FXS-D56-BPN-2","FXS-D56-BPN-3","FXSB2-D56-BPN-1","FXSB2-D56-BPN-2","FXSB2-D56-BPN-3","SO10C3-D56-BPN-1","SO10C3-D56-BPN-2","SO10C3-D56-BPN-3","11C1-D56-veh-1","11C1-D56-veh-2","11C1-D56-veh-3","12C1-D56-veh-1","12C1-D56-veh-2","12C1-D56-veh-3","C1-2-D56-veh-1","C1-2-D56-veh-2","C1-2-D56-veh-3","FXS-D56-veh-1","FXS-D56-veh-2","FXS-D56-veh-3","FXSB2-D56-veh-1","FXSB2-D56-veh-2","FXSB2-D56-veh-3","SO10C3-D56-veh-1","SO10C3-D56-veh-2","SO10C3-D56-veh-3"
"TBCCD1",0.0179628280895177,-0.0228912613977386,-0.00578278948924016,0.0567477788945343,-0.0222325541030326,0.083084831710508,0.0436676725063148,0.125533546749217,0.0686625709121529,-0.0535676171566539,-0.0206531781683879,0.00684030178424244,-0.276682860427011,-0.0251005588436897,-0.192767799065326,0.00228752254329301,-0.104761400257587,-0.0524148563253313,-0.0598267699210258,0.170324112410498,0.0394230212829871,0.0868458187951084,-0.170658479637503,0.0373415115263303,0.195947631569561,0.0687526702304666,0.00391830578781338
"CCR7",-0.0521284038466243,-0.183289153827205,-0.407583410888014,0.0445140468316625,0.0900377829774444,-0.0981394430190692,0.599919777797483,0.772652866419399,0.806667201671235,-0.493301480511026,-0.550605476062826,-0.543943794796772,-0.215393897873123,-0.544002786436967,-0.287646754254898,-0.5158066697644,-0.379200124238018,-0.520604134504745,-0.129814889240864,-0.0496007652150317,-0.135195885598558,0.113017887169058,0.0692761252988259,0.0879077147812248,0.779070117659831,0.9130867240972,0.830106825374806
"NDN",-0.0924516120033214,-0.0051243685148652,-0.0174730876014593,-0.392744495112666,-0.405251612906117,-0.460433533735639,1.03390593393602,1.09028029064597,0.986096741904845,-0.240297207971063,-0.251315419411618,-0.27525210116676,-0.165134842138919,-0.25426406689718,-0.188625966639458,-0.351501110889265,-0.293800643855699,-0.36810682681811,-0.170720864868487,-0.300010609152048,-0.0597192280246102,-0.449387571090698,-0.461869553552802,-0.381017992126344,0.806320538478259,0.793270418992131,0.874628790519989
"PCDHA7",-0.141524920537881,0.145098081981779,0.0176996788485297,0.250947534408645,-0.133007983719997,0.014056759309236,0.392166672861698,0.22186024376524,0.15390076643582,-0.586364370193044,-0.44098072510337,-0.399293495482781,-0.340917456341473,-0.103653292002877,-0.0340378322850885,0.193957140981851,0.158244175377611,0.0515632419131471,0.124720743136683,0.0216188900012675,-0.0972247365914605,0.123729477313095,0.00038350385191066,-0.192653964812961,0.215883432993449,0.15810941802915,0.225719015861856
"ZP3",0.140055554924583,0.0223418515873046,-0.191708539235468,0.0319542596601856,0.0712687605899163,0.147456422210906,0.240292245849865,0.385562332612817,0.34786633975709,-0.140809773628918,-0.27182750976755,-0.408450528885526,-0.408450528885526,-0.269474572877619,-0.408450528885526,-0.0442059780758637,-0.196869149905145,0.0780567870077151,0.181697403563381,0.00330061680349125,-0.202591259225947,0.0428423730632845,0.167970961975278,-0.124342918565176,0.249631577543243,0.20931184667866,0.347571954110531
"ADAM32",0.111806097821492,-0.314920918397094,-0.0631506505654293,-0.0545954305419469,0.0607118672185729,0.074100643394587,0.0972578402006441,0.258436305039304,0.274701446270162,-0.182265073314989,-0.137350150769433,-0.268583787766288,-0.185892451317701,0.0430251411371687,-8.95551147195306e-06,0.130094926038421,-0.0478595446077756,0.0348813405451827,0.0662737872183037,0.0166525403881241,-0.25233751021594,0.0128222028179046,-0.079786024635693,-0.0896797223702164,0.250254444330492,0.171311470156223,0.0741001674374111
"GPR32",-0.311981599080046,-0.118753306423788,-0.0952396094299885,0.308473312378424,0.0122543469496117,0.0669335262578032,-0.0999147818673851,0.180832256837994,0.254573629412516,-0.311981599080046,0.0734438425119155,0.0549225223034977,0.146609192075152,-0.0343507958525118,0.036669419312334,-0.101313140062619,-0.311981599080046,0.236173789351385,-0.171965515391899,0.147983601314023,-0.106122329420468,-0.109499631249138,0.166945105304484,0.136154377783235,-0.311981599080046,0.258210048622612,0.00490653560296561
"AKAP9",-0.0475999274617163,-0.145188116571694,-0.0439784373510204,0.0781923302465444,0.0383846652600202,0.0840178005220551,0.221086841603068,0.220067215786967,0.243014800357958,-0.0435745808928001,-0.0297793964219455,-0.0344201515679661,-0.0354786961244429,-0.000616010289620661,-0.0440538282286447,-0.232301159521532,-0.165161321558429,-0.226699490825748,-0.103285397546889,0.0433450179413484,-0.0579016803280172,0.159738524164833,0.162340567460365,0.188675930680256,-0.0426291831824344,-0.0451099796840637,-0.14108633646641
"CNTN4",-1.44035993680613,-1.24713164414987,-1.44035993680613,1.39124214194953,1.36280462603029,1.31554458503902,1.63880370404013,1.63633574952641,1.52653245316237,-1.25097385688334,-1.16741901363863,-0.941494420851125,-0.981769145650933,-1.44035993680613,-1.23874009639811,-1.29132872766669,-1.44035993680613,-1.2930404448129,-1.44035993680613,-1.23396097963844,-1.44035993680613,1.80465986826916,1.72574354312285,1.77904219510359,1.69641292574149,1.54077877821135,1.87011738033063
"CNTN6",-1.23286429235149,-1.03963599969523,-1.01612230270144,1.20992904201265,1.15031869854548,1.43977405146313,1.26368070837571,1.36266266998,1.35697868353533,-1.23286429235149,-1.23286429235149,-0.955191584236208,-0.98094512093199,-1.09388833634359,-0.884213273959113,-0.93519760703682,-1.23286429235149,-1.02461338680572,-1.23286429235149,-1.02646533518381,-0.876906588066054,1.25513334360479,1.3291387262543,1.29466283563027,1.45079896846566,1.55182686897667,1.33259639987344
"MAP4",0.0365387815137819,0.0357110838778709,0.014567331282743,0.0843907620746887,0.134042608695127,0.126248534886878,0.100283232098093,-0.00613693547158434,0.0843458212896415,-0.129165077002087,-0.139904421254903,-0.108167807831974,-0.111424311591973,-0.158669458817089,-0.148951195932575,-0.164387365672578,-0.106353100132008,-0.0782434590110057,0.066477325604291,0.044524522278552,0.0402782219435629,0.0813160856274742,0.0925775883252875,0.0351734432906383,0.0387246247994941,0.0413064243513315,0.094896740778351
"PTX3",0.0462609881309906,0.0844696851654767,0.111292850115369,0.495520496645325,0.54041586477822,0.474551774284151,0.0431963742297032,0.0821636963151473,-0.0539660458255273,-0.526298136380621,-0.456469750417259,-0.624311538899658,-0.221186508954462,-0.263012830265327,-0.230051485485472,-0.507834959852888,-0.827723163822776,-0.633051292325039,0.0117441047853113,0.152249152488887,0.0643105845482292,0.48780749419036,0.517302010371251,0.537393858584531,0.256178616344409,0.198430928011287,0.240617233240307
"RAB3IP",0.186957748618218,0.0846594214533756,0.116470232320189,0.15626261039958,0.0923004035199355,0.250875505264164,0.105315840969201,0.172600401489317,0.17002582580022,-0.342430060755014,-0.388288380905662,-0.420026217366761,-0.288182994423151,-0.169671226512857,-0.308861208576582,-0.347376248560343,-0.413899606380438,-0.482833934652463,0.230649732035999,0.255487382952333,0.144503016317241,0.120788142521869,0.0766520894475384,0.210812671820813,0.305237126847612,0.229503862863909,0.25246786349174
"PAFAH1B1",0.0667338203793069,0.0817984871739785,0.035586639748697,0.12390914634301,0.0765689709546447,0.107375506582464,0.010847010552741,0.0291116859849065,0.0671029695568457,-0.124286027334,-0.180144907164575,-0.187118416491668,-0.133005061449074,-0.0338398890133433,-0.0276739951644842,-0.152362722773361,-0.151569548833814,-0.16190320726106,0.0659746523742673,0.157002281139286,-0.000292349490504051,0.0228117805223587,0.0490036196572223,0.0698533992352601,0.0694470909649105,0.074417414210286,0.0446516495957336
"LIMK2",0.188787806636384,0.183658735480211,0.182671222287764,0.0322100035049555,0.0183748940227577,0.142545750572555,0.074752236279858,-0.0628738715392085,-0.00923564371434971,-0.363388991963678,-0.295247355962466,-0.16933459291994,0.00595273280264941,0.0279281072150592,-0.00136292059290355,-0.334841960609872,-0.170390691435253,-0.160371817304167,0.283217459777314,0.152583442500003,0.20744146564898,0.161503737176446,0.0215449196130564,0.0759900975495871,-0.0585854941676782,-0.0969853711351778,-0.0365438997229006
"CEP97",0.0855608398837386,-0.00835153618067963,0.0512909267937758,0.0737581519730774,0.00743463718796278,0.0758496279224818,-0.0198090891592173,-0.0120524613532638,-0.0443500441955891,-0.229482956570065,-0.310037327331802,-0.268510908150642,-0.0649758864285221,0.0461625871163509,0.084127889036683,-0.0574200194169414,-0.0627268550659092,-0.0268121836648412,0.0531070158771794,0.197100062917963,-0.0112570054893748,0.137199245739385,0.0975494038118523,0.169510951152148,0.0614250987964073,0.00453716702943296,-0.0288273322315984
"NTM",1.02586801267319,0.998618663900439,0.99570502301872,-0.436538884391787,-0.41945079111875,-0.4473519409167,0.15525369399778,0.159577601358029,0.181437284107124,-0.00288673502001302,-0.0657230448349466,-0.0503582391178909,-0.44430717403624,-0.490525035445378,-0.529897529771329,-0.963899111856941,-0.952075931125506,-0.923654858277112,0.88775019503786,0.939210324910743,0.989289035117343,-0.319620577893126,-0.314925410439054,-0.292380004981695,0.147336479497373,0.143730228974176,0.0298187266337564
"SMC2",0.427911265958164,0.383624897029629,0.465452486000105,-0.0129142751342393,-0.0191731443958858,0.00329767697850869,0.0613681864831097,0.066501621178773,0.0451816684701605,-0.0319129269991798,-0.00106732847353719,0.0491847277440058,-0.260658217872232,-0.256537993283377,-0.270209502846118,-0.72445981326408,-0.692818847264107,-0.722199534273372,0.246569335040988,0.372361267077268,0.245718638052976,0.0944291527829755,-0.038021375680243,0.13348928613674,0.23844934290126,0.0989456192052547,0.0974877884465215
"SENP6",0.0560718261193713,0.136927318654095,0.145570427584131,-0.0183583250091015,-0.0778376373660326,-0.0728087269199715,-0.00740449727388004,0.0212649929179953,0.0801172631372307,-0.0926775910566278,-0.108285309227133,-0.00289092512653077,-0.0851213374284683,-0.0648799490924361,-0.0809293155834165,-0.184327734222331,-0.199889495610616,-0.254167193443822,0.126420146065355,0.260797226678607,0.150640389546112,-0.0104783325562625,-0.0426199942246246,0.0598086996098672,0.13568376240781,0.0814086368037614,0.0479656746169059
