"Gene","FXS-D56-BAY-1","FXS-D56-BAY-2","FXS-D56-BAY-3","FXSB2-D56-BAY-1","FXSB2-D56-BAY-2","FXSB2-D56-BAY-3","SO10C3-D56-BAY-1","SO10C3-D56-BAY-2","SO10C3-D56-BAY-3","11C1-D56-veh-1","11C1-D56-veh-2","11C1-D56-veh-3","12C1-D56-veh-1","12C1-D56-veh-2","12C1-D56-veh-3","C1-2-D56-veh-1","C1-2-D56-veh-2","C1-2-D56-veh-3","FXS-D56-veh-1","FXS-D56-veh-2","FXS-D56-veh-3","FXSB2-D56-veh-1","FXSB2-D56-veh-2","FXSB2-D56-veh-3","SO10C3-D56-veh-1","SO10C3-D56-veh-2","SO10C3-D56-veh-3"
"PEX13",0.00856627667231891,-0.0742543285231569,-0.0249103594164843,0.140604968045469,0.075566798381768,0.0118068525864494,-0.0105448343627117,-0.0280402932785702,-0.0228388497498528,-0.227054945551174,-0.10219048239899,-0.0941772191583734,-0.00859816582137363,0.0784469180633689,-0.0233812853058541,0.0991204400940919,0.155732275569456,0.227544360438701,-0.152150715861978,0.00283392016400441,0.0216989619309906,0.100751989997534,-0.00548081515857568,0.0404828627235858,0.0270420180884283,-0.165582853208832,-0.050993494960224
"ATG4D",-0.0377329808261653,0.021323394421108,0.0195077974833531,0.105338112894984,0.0807954536319411,0.178195311493555,0.232025195663347,0.231746803451095,0.167076485441532,-0.395606469189259,-0.388338104990094,-0.338116352426182,0.137726160068505,0.0983852903751856,-0.0353821142577306,0.233697556339278,0.203917595092012,0.186229695465927,-0.133604347611531,-0.137803706909274,0.0433244329435407,-0.0513572660372432,-0.138178604046237,-0.130455300416504,-0.0877294730002589,-0.0653051680054748,0.000320602950631965
"ABHD3",-0.159732807777502,-0.120632342158965,-0.0443725683484981,0.274512450775765,0.295041052851792,0.263581962022087,0.144699557378894,0.0591038829450614,0.130206543901762,-0.385035432464496,-0.56962464280233,-0.421524699678315,0.0495973816801314,0.0177544349808354,-0.018718853674633,0.612393057461249,0.416896089098998,0.423242542961482,-0.0757551377999182,-0.0350420659738866,-0.12981816810877,-0.230625868192243,-0.17408251171967,-0.165295895037737,0.0163776893260543,-0.0648990827199256,-0.108246568927227
"SIRT6",0.126663981722166,0.332307358467936,0.0474805140220429,-0.135945868229799,-0.0492894631284226,0.0999769139017435,0.0943550172630871,0.0197764083849723,0.00919084236146439,-0.208743314342795,-0.137137015562283,-0.132271899734729,0.226799124795685,-0.107659164160129,-0.0386777014011503,0.201962646125567,0.0355970617150589,0.218163650468647,0.0587399077511037,-0.210543841252226,-0.047865568049918,-0.037503567409809,-0.145421571620282,-0.177803132539799,0.0187739896834973,-0.0395016368965475,-0.0214236723351195
"SLC27A1",-0.0944760395749196,0.0242096576399256,-0.102662061147949,0.0693136394914369,-0.0810906988729361,0.170961517819125,0.146145088058237,0.133223279513789,-0.0336219345352049,-0.160934410056884,-0.0110016558176049,-0.141075504212262,0.184063143069629,-0.0576245712532426,0.0417827503801167,-0.00654077545271115,0.00369975676507117,0.120072221681996,-0.0328726698625079,-0.183784269144109,-0.00483205252952601,-0.0104094428985313,0.0036480203809095,-0.0553013326873195,-0.0266931077078763,-0.036976421941155,0.142777872894595
"APOA1",0.0936467473069227,0.16002038214057,0.190800902589241,-0.25207103330952,0.100075632652646,-0.00695724098228379,-0.000674619492742501,0.0865250936891648,-0.0147414738659988,-0.25207103330952,0.238349672785062,-0.25207103330952,-0.25207103330952,0.0876950409404902,-0.00523833657101669,-0.10303982417008,0.08202137129408,0.0421856569462307,-0.25207103330952,0.104816718714599,-5.25560593427343e-05,0.151904277439241,-0.0470894665388233,-0.0510145813693486,0.0937598069354708,0.0258861011617331,0.031475861001776
"FABP3",0.47698942861433,0.48348389166803,0.628285548888909,-0.0653458328635121,-0.153240394043234,-0.309813389712819,-0.049913946950749,-0.239291896720946,-0.124110819002263,-0.0697150052461417,-0.286567535755347,-0.196504992304186,-0.488707403782831,-0.27043078640137,-0.362065764247117,0.175987234296141,0.0583250325352829,0.0287540176799208,0.779668933291306,0.834296183621513,0.831044217511858,-0.137867036015775,-0.313852817051149,-0.248166597589695,-0.332698162326089,-0.345502352000294,-0.303039756093845
"FADS2",0.202080974430446,0.252390077161566,0.221679036436248,0.0414016718398678,0.0133605561003574,0.0195042179092866,-0.00837548334764016,-0.0268451333447945,-0.0177150021021539,-0.189186440398972,-0.119152469637385,-0.158597794990721,-0.0203411601612942,-0.112187902626145,-0.171296977927144,-0.139073998028758,-0.107682656487178,-0.128277410820269,0.261825400448032,0.194545150207961,0.290543876256084,-0.0286028036698784,-0.106440968924018,-0.13389533243161,-0.0396493314047639,-0.0253493196324346,0.0353392251453002
"FABP5",0.342646937668968,0.336498644862257,0.397484252211845,-0.00720485580157337,-0.260138347561973,-0.0761539869322618,-0.115549142343134,-0.0418815467099982,-0.0321359314547358,-0.428483806051482,-0.272626991411391,-0.446359264081838,0.328722668942993,0.315755838328132,0.196699493561139,0.0886948279880375,-0.12504201819481,-0.164796366676432,0.0382353373482491,0.314083627423418,0.24387203617845,-0.0567426523451289,-0.0954247816150051,-0.129340726350566,-0.0820342647550625,-0.124761012756345,-0.144017969471777
"FADS1",0.0303661209786821,-0.015739519023608,0.0394614596201617,0.0134152130817213,0.0672004609679693,-0.0105578635842516,-0.0390990408825331,0.0254093151345867,0.0211149242103517,-0.217319316877489,-0.21378644267317,-0.186707486983439,0.0379827258538477,0.0455467797609632,0.0264411372747944,0.0315919987929263,0.0969592237380414,0.0903635460678753,0.0857985304353566,0.185653830696008,0.151306012161065,-0.0816761145732308,-0.0702619361279826,-0.0897632990099204,-0.0130710288994003,0.0151026089503521,-0.0257318390895609
