"Gene","FXS-D56-BPN-1","FXS-D56-BPN-2","FXS-D56-BPN-3","FXSB2-D56-BPN-1","FXSB2-D56-BPN-2","FXSB2-D56-BPN-3","SO10C3-D56-BPN-1","SO10C3-D56-BPN-2","SO10C3-D56-BPN-3","11C1-D56-veh-1","11C1-D56-veh-2","11C1-D56-veh-3","12C1-D56-veh-1","12C1-D56-veh-2","12C1-D56-veh-3","C1-2-D56-veh-1","C1-2-D56-veh-2","C1-2-D56-veh-3","FXS-D56-veh-1","FXS-D56-veh-2","FXS-D56-veh-3","FXSB2-D56-veh-1","FXSB2-D56-veh-2","FXSB2-D56-veh-3","SO10C3-D56-veh-1","SO10C3-D56-veh-2","SO10C3-D56-veh-3"
"PPARA",-0.545223208029322,-0.38573038382729,-0.119296010604216,-0.160359882449011,-0.0865385624888244,-0.228707708084617,-0.31212030075768,-0.386144795200373,-0.391873162931319,0.966081576394005,0.885284879210568,0.940398244741845,-0.0162079607860868,0.134578826073568,0.153330571230965,0.641155829444161,0.773385862409723,0.678689819495389,-0.493658559407747,-0.368490604362449,-0.66962865868685,-0.0316741941000735,0.073118406560468,0.106632847215668,-0.491090511190373,-0.324508147293706,-0.341404212576478
"PRKAA1",0.0237083149454271,0.0814678186373463,0.0255164340301697,0.0213210792718819,-0.0901937795154097,0.0239670940265224,-0.26817838895608,-0.0210117436256141,-0.178147539908164,0.0804364347997772,0.0548411246612552,0.0680620010498956,-0.109586378209583,0.0517781080204269,-0.0349741746301273,0.089634365132147,0.0422304502118109,0.147540986581722,-0.0469604266913155,0.151463650125871,-0.0349415577583407,0.0206038167782268,0.0652148901351328,0.0787597239110447,-0.0730191262999575,-0.035455295802084,-0.134077880922064
"PRKAA2",-0.074326275369037,-0.137689426063098,-0.0983167912772522,0.0730711044596557,-0.0464730142948326,-0.145566848274759,-0.164802850756555,-0.0829735098855675,-0.130754510770494,0.0468702685442839,-0.150843215636714,-0.0917522069595389,-0.150622714122202,0.149868995392765,0.0319064273360006,0.213339719860212,0.282867275402642,0.25531950110171,-0.0826473504483349,0.0215862300523906,-0.116187708183592,0.106290543351445,0.0999855770230109,0.232287689182993,0.072676523239295,-0.0310918826561828,-0.0820215502482586
"CFLAR",0.0573330882948255,0.0941469905945098,0.093274931958037,0.105823006048345,0.138288270744907,0.15319892900953,0.0735922837439276,-0.103439923750575,-0.0420844618585825,-0.65866409559791,-0.759950511093662,-0.747440842459531,0.02170084699158,0.0439286902306772,0.129114900317619,0.150026163721153,0.0134385534856047,0.0487967360607353,0.14336145415326,0.300448023835598,0.186956104801567,0.180387155998289,0.22618117789925,0.148250713584948,0.022339224261323,0.0804182190429277,-0.0994256300183718
"STK4",0.136769484773986,0.0787870920753342,0.100449457568411,0.0249927324164183,-0.00765425588512869,0.0154954841632868,0.00304521091203824,0.0537866696279696,0.17001881098617,-0.102202549994589,-0.142451841650978,-0.24307899842276,-0.36539575594368,-0.215833822630046,-0.125263303644624,-0.0674002752912202,-0.0192617752283013,-0.0184488875835545,0.107853610809467,0.244939687180707,0.00718147174839068,-0.0209743759064676,0.0661444252985248,-0.0136253672891709,0.110253583409559,0.063721824385798,0.15815166411455
"RB1",0.0818215932952793,-0.00977387316533473,0.015954974418495,-0.0139942872247723,-0.068386779813892,-0.0537477572495817,0.0319773931458371,0.171019558661598,0.132263562535588,-0.165285767774428,-0.216229592470736,-0.0287986803861653,-0.130057810275076,-0.0225852113863478,-0.0267488704387482,-0.0824694296177775,-0.0872688449274914,-7.78730790020887e-05,-0.00638737733133787,0.102847886184366,-0.0909639353038365,-0.0138046078163825,-0.0288704153749642,0.0452983433190219,0.208083890256388,0.199632909228937,0.0565510025903588
"ADAR",0.0762026833653451,0.065864387237534,-0.0295270927481646,-0.0484527458475377,-0.0385788214679135,0.0282346888798841,0.0167720381787326,-0.0738605685332292,0.0383456636755977,0.069613669669133,0.0713481721474718,0.0198380222548309,-0.152021847495945,-0.0644689400746739,-0.116466930313914,-0.256708481041175,-0.186334475129021,-0.19994564011998,0.182274344037475,0.201261525397314,0.103715665798006,-0.00803769679570188,0.00793212956911127,5.19509671832452e-05,0.0922754520070477,0.124492109760332,0.0761807366222182
"IGF1R",-0.261141292605757,-0.332590760000571,-0.333550237667803,0.142120602134426,0.174316622822566,0.22479606667061,0.0855276539180458,-0.013045193107649,0.0323353966553732,-0.00426540695482025,-0.0347149985172646,-0.0400197510754943,-0.219608346400108,-0.0400058762256261,0.0120403324624494,-0.123476284264676,-0.0814631987882315,-0.0941873164823992,-0.0190857963792652,-0.0918990169208325,-0.189012650528761,0.148715393167855,0.233764685479217,0.174934864736,0.227784755204523,0.172530132173357,0.249199620494821
