"Gene","11C1-D56-veh-1","11C1-D56-veh-2","11C1-D56-veh-3","12C1-D56-veh-1","12C1-D56-veh-2","12C1-D56-veh-3","C1-2-D56-veh-1","C1-2-D56-veh-2","C1-2-D56-veh-3","FXS-D56-veh-1","FXS-D56-veh-2","FXS-D56-veh-3","FXSB2-D56-veh-1","FXSB2-D56-veh-2","FXSB2-D56-veh-3","SO10C3-D56-veh-1","SO10C3-D56-veh-2","SO10C3-D56-veh-3","FXS-D56-BP-1","FXS-D56-BP-2","FXS-D56-BP-3","FXSB2-D56-BP-1","FXSB2-D56-BP-2","FXSB2-D56-BP-3","SO10C3-D56-BP-1","SO10C3-D56-BP-2","SO10C3-D56-BP-3"
"SCIMP",-0.00240081475182397,-0.102072475776136,0.0930067582003806,0.00969745494789098,-0.0634342095155631,-0.103643645439671,-0.107500334654697,-0.0564203411639035,-0.131526266086328,0.0880711952244697,0.0119473847415561,0.120785910184509,0.222129191300894,-0.00656462289663562,-0.0904706749364852,0.0739087359105257,-0.0232575491076847,-0.262471539873748,0.136088684160351,0.127608075262895,0.162803620246477,0.125165084398119,0.141321720872726,0.0345791604848964,0.146176312811283,-0.306003739069756,-0.237523075474556
"CAMK1D",0.0414878956638791,0.0669560198459553,0.0482051374837837,-0.103769776142071,-0.0887169722152699,-0.19123965367567,-0.331753994568267,-0.242499848222947,-0.332352864570105,0.18236486149573,0.117182385739161,0.100748839670409,0.122192418440406,0.118341133247483,0.116468400139025,-0.155822840970709,-0.111532215859242,-0.171950300864834,0.214906787725731,0.228785583842111,0.263845999482964,0.291166118799204,0.215787068542829,0.313988588952181,-0.177339204203355,-0.274168048938694,-0.261281518839658
"NOXA1",0.257669011673105,0.257133803150493,0.230067294203176,0.132540808400929,-0.10097315117353,-0.0487457828205944,0.0648935809833606,-0.198208898237917,0.0367940045134745,0.0597175498417073,-0.0889397600625408,0.254835810048588,-0.0313907004133345,-0.00282794177864965,-0.105514122850167,-0.233108999151103,-0.253266465109926,-0.0495682874043641,0.23086234120025,0.212076364637804,0.321452438912287,0.0241427524852096,-0.087299455182702,0.0326175538976621,-0.264508156192992,-0.317212873537582,-0.33323872003263
"AKT1",-0.0420456956384356,-0.0759546032132405,-0.043065498074121,0.149699292386009,0.0666175125478343,0.0498175684502016,-0.0335689439336608,-0.0204159339856833,0.0171449066966396,0.212367966526351,-0.0142088292407312,0.0971979633358728,-0.0039566685884882,-0.0985374748172934,-0.130275549077552,-0.0895022337191502,-0.114493881894205,0.0287128257579479,0.100622987162156,0.0677474564855416,0.124678355872396,0.050462979622008,-0.0270875120362586,-0.0036055876983383,-0.114877946851859,-0.108389777141216,-0.0450836789326861
"PRKCA",0.0218119178215037,0.0571758695120632,0.0121892543435376,0.118174825753991,0.236852099908049,0.246721946547758,-0.171841202981641,-0.125536492609449,-0.0684771073149424,0.181004673676297,0.21229148461023,-0.0126964536303849,-0.210922041645048,-0.170575312311019,-0.288233899864849,0.00283558757914371,-0.0702124492151128,-0.0103260386161583,0.396350466703151,0.378421282941032,0.469971634858883,-0.0902269853534747,-0.167873211560428,-0.210317766985318,-0.162823581583421,-0.289568267509539,-0.28417023307478
"CD14",-0.166065760126662,0.0271029592359566,0.0522702953073235,-0.106851984407736,-0.0392664484699727,-0.116913375174166,-0.139380964102847,0.0040011089303702,0.0605805751766653,0.042647720440514,0.23102736067476,-0.0668722572451337,0.127756466431638,-0.0885759590839932,0.161346439492567,0.228541196085879,0.0939864873023994,-0.161539465971156,-0.00173710898193846,0.0740285962257614,0.263758120804209,-0.0190645174485535,-0.0080183632881754,-0.231436088305223,-0.0462823146907967,0.0689840735854252,-0.244026792397153
"TLR4",0.104664423146731,-0.0847216567760611,0.255095622598794,-0.0847216567760611,-0.0847216567760611,-0.0847216567760611,-0.0847216567760611,-0.0847216567760611,-0.0847216567760611,-0.0847216567760611,-0.0847216567760611,0.121137612883517,-0.0847216567760611,-0.0847216567760611,-0.0847216567760611,0.115262111518437,0.111975465842456,-0.0847216567760611,0.124852739740586,-0.0847216567760611,0.198542396997552,-0.0847216567760611,0.367272850583664,-0.0847216567760611,-0.0847216567760611,0.126186598657379,-0.0847216567760611
"CYBB",0.0691080422275823,-0.160025164426616,-0.0133499507086343,-0.353167230083489,-0.0134011558334795,-0.00451621169110883,-0.0952663531735638,0.0126501757996023,-0.353167230083489,-0.110842033652778,0.10679797031058,0.0575126824181078,-0.0030302085080498,-0.148185663312793,-0.035652947865402,-0.0373429188951668,-0.0130024006047273,0.0471884794363104,0.198436165755549,0.035534889100262,0.402115517978963,0.0652763877915552,0.0731692798872627,0.0500836334990504,0.170940403172316,0.0405346666723361,0.0116011747897806
"PRKCE",0.28564896950575,0.188593602186579,0.275775399683861,-0.338934286121065,-0.16323530053867,-0.110800073177922,-0.315790663767357,-0.328614132689891,-0.396309287554669,-0.0183238952390354,0.0337489422160147,-0.162996173020831,0.0279777092238191,0.155247602152853,0.0560250214712124,0.0406302158432474,-0.021301606160657,-0.056917860840235,0.0341521200386836,0.194376992803509,0.118123626855272,0.19776030975784,0.132591650423668,0.120974842083941,0.0536098359780475,0.0462562930315826,-0.0482698541455662
"HMGB1",-0.118936464524301,-0.0629223442876139,-0.0829149615433202,0.100272641665493,0.00546032425096321,-0.0159584908688828,-0.158690429671537,-0.186136165582374,-0.201066322929904,0.088368157291125,0.122219320978502,0.185519282252766,0.0317166871068117,-0.101783178831555,-0.00671459361777949,-0.0438461954406755,-0.057642090363272,-0.0680487577323738,0.17037762022913,0.12814139805489,0.158438780599909,0.0227311918489939,0.106747635574724,0.112210935399261,-0.0125418234070622,-0.00717560115592164,-0.107826555296006
"PRDX2",-0.158319884723459,-0.0897926781972611,-0.115261882294638,0.138887678573434,-0.0350644655606143,-0.0310568091622461,-0.108505584178344,-0.148675459723918,-0.0374813214953065,0.150078041241629,0.0310530210036415,0.240237289404837,-0.0524993627209778,-0.208655894438817,-0.10446966891986,-0.054763500550477,-0.0297985412154151,0.108388778258547,0.201101391890983,0.116853517053448,0.168687800233151,-0.0330499499887136,0.0290187973179883,-0.0385419331847654,0.0360400251049384,0.0026923974390094,0.0228981988331594
"ZBTB46",-0.392959273622035,-0.355104531076655,-0.428909840758278,-0.103377479720848,-0.0602347510598857,-0.0232875335286575,-0.200996721662056,-0.250723397186251,-0.156060903885255,0.22126791694078,0.0379479892274386,0.166714576601997,-0.17129922578099,-0.106788152416097,-0.187794340974843,0.124347013008842,0.0718502558873233,0.122746990684876,0.414310719707567,0.500043817036822,0.469776456499414,-0.0883080951181157,-0.137868691740662,-0.161952392990482,0.196718188792907,0.144141570688241,0.355799836444966
"INSR",0.0894586211732946,0.0362168426558362,0.0424349276214979,-0.128379372617982,-0.171597917687986,-0.172132724067508,-0.222154112338201,-0.167096663646713,-0.200088701319656,0.324442210170309,0.368348422737885,0.248865202490725,-0.234623747935229,-0.261922721355459,-0.269299671556567,0.102416638640539,0.161627601015926,0.174888664409407,0.339006969708882,0.485567862874735,0.371385456868843,-0.366259041925556,-0.373920079639449,-0.346906579376061,0.0811037068580944,0.0748936591841041,0.013724547056249
"RAC3",-0.171205346105921,-0.209180727702728,-0.182395000877678,0.292499000456875,8.65765167592514e-05,0.103338199929521,-0.328059772160811,-0.440395512356391,-0.498705393099247,0.0995111546630856,0.0315969962248079,0.104564180538345,0.213172148953666,0.0751822238334352,0.189567491796346,-0.116913850508935,-0.0458250291559477,-0.145828140495697,0.126058070238281,0.130940294044853,0.0244529745999298,0.209777924240823,0.113993160970734,0.262897290040423,-0.0410284997405554,0.0714989252422846,0.130400659913844
"CARD8",-0.00644277555027983,-0.0801993188528325,-0.0861084235096587,-0.203027801915111,-0.0560635172165895,0.0185663863356851,-0.215809251700897,-0.164622891556359,-0.200983908812745,0.218322034251745,0.213621828321662,0.0337422064815591,-0.0629269520777722,0.0275847546639092,0.0333391751995222,0.0326898359448666,0.0457207696598285,0.0529492001522769,0.0899037526514892,-0.049829222444826,0.105949204210916,0.0947835081466231,0.0422504331953011,0.160227202184704,0.000648694334858035,-0.000228160895524354,-0.0440567612022882
"CYBC1",-0.0302016765763433,0.0499185417101078,0.0159498629291388,-0.0012451228860435,-0.186564604374109,-0.19018568722047,-0.914895079689732,-0.731631749311882,-0.988214294350051,0.428201666914871,0.314108778863476,0.460631748108149,-0.103397587522984,-0.075050075748571,-0.225271398345336,0.0998018280564814,0.185049059181186,0.125216175136101,0.460025366477874,0.473581757723542,0.446214445680656,-0.00619161329519358,0.00667027509933504,-0.0414878184395899,0.150296076314484,0.143827401884476,0.134843723680492
"CD24",-0.454033118991383,-0.419283206307627,-0.379061468248143,0.00611999663269813,-0.0157610770954442,-0.0546235458083792,-0.662709477380638,-0.629503304334847,-0.628354083331446,0.215628374245268,0.280121432772424,0.325752158946974,0.0379242168574745,-0.015648302348124,-0.0150068393631617,0.226859468498175,0.175928540930498,0.181256560513029,0.384890245166657,0.383515344683072,0.396855988095055,-0.0210000234149135,0.00373297117887184,-0.00431784898104581,0.216403099212275,0.289504194044248,0.174809703828522
"BCR",-0.278165653213843,-0.26021549439313,-0.283234571416049,-0.0211197680674715,-0.0910085293826448,-0.108576214495459,-0.356980864129703,-0.305375344317561,-0.29468486594743,0.276200440714204,0.13956754740359,0.228661479726583,-0.0336184640055848,-0.0400266040189585,-0.106585024637925,0.142592450288515,0.121748400494795,0.198863426766964,0.248161931466811,0.244875958135406,0.278312466375446,0.00116420663465888,-0.0605703817937862,-0.0176762035335347,0.122457955183441,0.0656829654411908,0.189548754721571
"MYD88",-0.0745890356750945,-0.0481803504572342,-0.152181310499236,0.155601939713427,0.107361543997194,-0.198553574193904,0.162168765994031,-0.0749243925384651,-0.0841751736644136,0.136533361652035,0.292269707310918,0.105512054894501,0.10580072553745,-0.130047499626576,0.00647921385466699,-0.107160310514709,-0.189718321980886,-0.0243426991205107,0.049473898464063,-0.0429466021998444,-0.0721042975522863,-0.251239048886844,0.120896305635933,0.104433675174848,0.194319363392445,0.0237496337460765,-0.114437572457559
