"Gene","FXS-D56-BPN-1","FXS-D56-BPN-2","FXS-D56-BPN-3","FXSB2-D56-BPN-1","FXSB2-D56-BPN-2","FXSB2-D56-BPN-3","SO10C3-D56-BPN-1","SO10C3-D56-BPN-2","SO10C3-D56-BPN-3","11C1-D56-veh-1","11C1-D56-veh-2","11C1-D56-veh-3","12C1-D56-veh-1","12C1-D56-veh-2","12C1-D56-veh-3","C1-2-D56-veh-1","C1-2-D56-veh-2","C1-2-D56-veh-3","FXS-D56-veh-1","FXS-D56-veh-2","FXS-D56-veh-3","FXSB2-D56-veh-1","FXSB2-D56-veh-2","FXSB2-D56-veh-3","SO10C3-D56-veh-1","SO10C3-D56-veh-2","SO10C3-D56-veh-3"
"COPE",-0.0809582036257783,-0.0159432559061639,-0.0178058939130654,-0.00530597892439388,0.00490949752074599,0.0432757069381235,0.103648882505103,-0.0263359022175553,0.0138432290766985,0.0893501797577088,0.102619455641289,0.0267373850566077,0.184163214564409,-0.0483130745279361,0.00290242094842874,0.203367950145068,0.164056971443168,0.207591658856439,0.0658959619868895,-0.223983564151446,0.0129797196168244,0.0407861106227188,-0.186228244733329,-0.182076139625401,-0.146805391466453,-0.247837670832151,-0.0845350247565602
"CNTNAP2",0.291007041318176,0.246966535250175,0.26452795855217,-0.125137906285735,-0.11434836459747,-0.154131060229505,-0.68542440613041,-0.685774718703303,-0.637552244727866,0.783816029028975,0.781377813192124,0.778314296191949,-0.259730422908982,-0.1341020547478,-0.128691637940317,-0.0345527035432838,0.0375726726087606,0.0229564479088822,-0.00537495460727833,0.0167479368406536,-0.123337606147182,0.130431328647118,0.168672951920733,0.164017006489821,-0.1737273377524,-0.205000913677235,-0.219521685950774
"PTN",-0.418365824631616,-0.379667084924586,-0.423993643925133,0.506045168810063,0.465305398721616,0.490089166931758,-0.891024232813958,-0.907609538992773,-0.859146224060666,0.635060531222081,0.661406460796076,0.680693515354836,0.615427905149383,0.474087887286004,0.479050391274226,0.791023882724,0.812917638565281,0.751526803883173,-0.767748700276165,-0.756916911892013,-0.665830683450704,0.520652368378013,0.401260050180742,0.422452951300235,-0.835023962495168,-0.91612017046576,-0.885553142648893
"UGT8",-0.251482051852905,-0.180464187533349,-0.156992406337969,0.0477692125915414,0.104178351214179,-0.0807547883080826,-0.107703733075139,-0.197266175969797,-0.33793994219466,0.496005782543037,0.336600270438131,0.368296283711828,-0.137960279197804,0.180818124824215,0.0560196377539057,0.255909013377131,0.0698923049178841,0.293800673226352,-0.112420357792075,-0.328872652934044,-0.393893281757282,-0.0644167417336927,-0.0549643352693643,0.0855842559858608,0.0162415953738062,0.102559243139467,-0.00854381514114344
"TPBG",-0.486218316148666,-0.318043727370355,-0.236330070169506,-0.372693638330762,-0.334755472957486,-0.284736153452275,-0.853715686890492,-0.832586354178071,-0.881777708693351,1.15641132508045,1.18174742293282,1.10298594272621,-0.0724532418088923,-0.204698142737596,-0.170000764839319,0.858737191293432,0.781370059215762,0.748375652321272,-0.522416555386462,-0.563881004786712,-0.496614676858247,0.196999414272735,0.232507630076563,0.383380187903866,-0.0444596640146298,0.00810117459681869,0.0247651782028875
"CNTN2",-0.100744549525402,-0.134370339561938,-0.0597989446390574,-0.0857540249378843,-0.0853374126565818,0.00904942707339096,0.249840576124594,0.117720005900447,0.21027762028984,-0.480543370040309,-0.452670224709141,-0.423569340928395,0.125815961078194,0.100130942262743,0.144539982118484,0.0100957091872242,0.0440201772112871,0.0650825878313626,0.129343831674856,0.0858448376361522,0.0706603107813386,-0.0389745552052627,-0.0286945625823929,-0.15388875842469,0.202546112765079,0.227488819443799,0.251889181832196
"CNTNAP1",-0.150815287579375,-0.0809739138406353,-0.153999948667559,0.132313542677096,0.125197497877295,0.215163704575964,-0.0725525580378594,-0.117162463938691,-0.0904879121722058,-0.108873875080134,-0.0155526466579801,-0.0802021837065023,-0.0987374506398719,-0.109324618410438,-0.102229010136819,-0.102695028437104,-0.0134286773833647,0.0299972863404285,0.282703653830312,0.180737419618023,0.111166226430473,0.0232497602788779,0.0187502017049486,-0.0198582282841553,0.0746559813173562,-0.0155111241357933,0.138469652457637
"SEMA3A",0.998949664112539,0.968107555712557,1.03475146661338,-0.998439451774525,-0.85419967395763,-0.874843573579403,0.29669354640828,0.303945867158001,0.389122294109859,0.348698232441611,0.230709888872807,0.395166354310156,-0.60460201798869,-0.457931634116781,-0.621878420759511,-0.674424261397354,-0.666777751815358,-0.629857232048497,0.978234829655774,1.12602514348917,0.881627445814647,-0.578890354247067,-0.711514738493813,-0.646015827880076,0.174106528075436,0.178502446410096,0.0147336748744511
"ZNF365",0.0407644125406019,0.137722323454573,0.0435384844879838,-0.130292110205392,-0.19558713115684,-0.255213059126437,0.0594299311332911,0.0511828777155134,0.108745155733487,0.63486178486742,0.595204785860647,0.595669396138446,-0.221479746175653,-0.126307901619544,-0.182253472249448,-0.450748058827181,-0.263296366049778,-0.164020951585487,0.0679589276513468,0.18321456953271,0.0735448945531854,-0.143838551541847,-0.0431377641854471,-0.265051213496319,-0.272287781504842,0.0104499913895122,0.11122657266546
"CC2D1A",0.0421978801700753,-0.0562645814525986,0.0349669511854263,0.170581491890294,0.193833113982675,0.150008231225472,0.0566634156629533,-0.0599745597386434,-0.0623891748276577,-0.0824782285958019,0.0285210661966069,-0.0145362780890057,0.185962748700058,0.0188076668584785,-0.0394022948272195,-0.235490668946392,-0.212922863699376,-0.244908344238173,0.247213851406256,0.146256504222231,0.243069285758635,-0.073795449193673,0.0840803413320597,0.0113200551854629,-0.115335474703254,-0.237458552427503,-0.178526133037412
