"Gene","11C1-D56-veh-1","11C1-D56-veh-2","11C1-D56-veh-3","12C1-D56-veh-1","12C1-D56-veh-2","12C1-D56-veh-3","C1-2-D56-veh-1","C1-2-D56-veh-2","C1-2-D56-veh-3","FXS-D56-veh-1","FXS-D56-veh-2","FXS-D56-veh-3","FXSB2-D56-veh-1","FXSB2-D56-veh-2","FXSB2-D56-veh-3","SO10C3-D56-veh-1","SO10C3-D56-veh-2","SO10C3-D56-veh-3","FXS-D56-BP-1","FXS-D56-BP-2","FXS-D56-BP-3","FXSB2-D56-BP-1","FXSB2-D56-BP-2","FXSB2-D56-BP-3","SO10C3-D56-BP-1","SO10C3-D56-BP-2","SO10C3-D56-BP-3"
"POLG",-0.188291783043578,-0.0916503844191485,-0.161538396297884,0.032858101272387,0.000139974536853771,0.140549972738285,0.0944084860017611,0.00689424199218358,0.0440466881453023,0.0147636446828106,-0.137253740271882,-0.138184196278988,0.00531860085866853,-0.0559957941746863,-0.0328563139033857,0.0684070939451633,0.114276782927638,0.173799834138634,-0.095255290956942,0.0656555558104586,-0.126291647297078,0.135487697742636,-0.00677909697623846,-0.0640859663446793,0.12616665382736,-0.0679677896094777,0.143377070953855
"HDAC10",-0.127945797968551,-0.0993166298260242,-0.205795159236581,-0.0585570240356779,0.00413715573364826,0.0758838773760049,0.117889176914486,0.0806743638722489,0.0892534363162101,0.0595270183457393,0.0282906701323142,-0.0740184951349239,-0.228396169239225,-0.293561791488494,-0.14867494415844,0.10455977117451,0.089861619247265,0.368730157387358,-0.103867837258115,0.108104557103036,-0.0576486228352691,-0.155766766805494,-0.0146097251859185,-0.134808538668497,0.0577771319554028,0.133200740918896,0.385077825364134
"SHOC1",-0.160293382377467,-0.154575845476555,-0.184243633554467,0.0509074797066162,0.0739025990714204,0.10075189601219,0.111932837847673,0.15239782834371,0.126444544710534,0.0302876523536666,0.0255464361147704,-0.0896939994030816,-0.115011243564617,-0.10444815637186,0.0721998736313916,-0.136489669825052,0.0584312440933301,-0.0018237445411593,0.0406520569364623,-0.126713086387713,-0.0313676601053849,-0.084238572952283,-0.0790767763950742,-0.11655408545834,0.117578068049191,0.166315534718201,0.257181804823903
"CENPX",-0.181829765001975,-0.110611403289802,-0.195751054057054,0.172497436528166,0.0215073226790032,0.04577269473182,0.00474012892876274,0.0190968872740118,0.00303633917618562,0.0651115169703989,-0.0456025301313794,0.149295776342393,0.0442467066029568,-0.100817465470165,-0.18823416665423,-0.0656687100918703,-0.189592081070815,0.0262812714133833,0.0765176674037669,0.0652999162759063,0.0819148937590182,0.0926693181182507,0.0207223843875237,0.180546503993787,0.0169615224843245,-0.0695247964959744,0.0614136851936351
"TP53",-0.265970131903334,-0.235072208320764,-0.263349059681575,0.217153839950639,0.109027877104269,0.103226889103276,0.166730318931515,0.167386615807045,0.135771137245465,0.281244183796336,0.175339743946747,0.221907652533812,0.0707579234026845,0.0126013322381109,-0.0401675472682808,-0.0805503068273197,-0.0715098827230207,0.0232066187764381,-0.212077389979415,-0.233641464955559,-0.216965170571314,0.0801458748910626,0.0367504188002297,0.0631777295979603,5.0297107105024e-05,-0.129010891904935,-0.116164399097128
"C1orf146",-0.0662584377765336,-0.151925726064934,-0.190439874934928,0.079024307973401,0.0495203535569892,0.177040161563363,-0.0904158424172117,-0.0883001008364364,0.0379745449602886,-0.061269074524092,0.125930018627777,0.0635961290830958,-0.013055600332474,-0.148962971952617,0.0936348828236122,0.045415126648094,0.0931864465503587,-0.000984004371828107,0.121784414634894,0.0728938482046626,0.046885042051632,-0.0502660597668267,-0.183545672324794,0.152723285145892,-0.170520056739949,0.010362017171178,0.0459728430473918
"CNTD1",-0.368712544388547,-0.046025748500572,-0.0448986591360772,0.0287199025915212,0.0573512332697623,-0.0269536214635604,0.0965258200244721,0.109707559310105,0.191670286419019,0.0350919953007081,0.158741951550641,0.0375522509707844,0.0834719447709658,-0.0636468639514414,-0.0471662238232566,-0.115712076662402,0.116673056819428,-0.0847943663543527,0.0906025958101058,-0.0537316152391796,0.102327980232936,-0.0593725551470108,-0.18973985260723,-0.00732537588641691,0.0155756743703321,-0.114103875556053,0.0981711272753376
"ANKLE1",-0.264164713168853,-0.315050527414407,-0.237014245735642,0.204582951652714,0.110504263882733,0.0888615097407204,0.141031534797547,0.280294458534394,0.263311668707679,0.0798877781345819,0.12880839118125,0.0754263536764999,0.0117299379448585,-0.123530755298583,-0.224043973940882,-0.166765610110865,0.000342553755666941,0.0223394188305548,0.132435467730946,0.247117849194437,0.262066828342343,-0.164988791289375,-0.164970930541005,-0.0576468832465533,-0.114187041375676,-0.251654412966021,0.0352769189809621
"BOD1L1",-0.0822865547014278,-0.16380287911994,-0.14380163726335,0.000632944360900112,0.0913563770886778,0.0702379264664135,0.126984517714659,0.18628726424252,0.0942749128398557,-0.144821046474735,-0.0739960123789967,-0.24491147897306,0.0695176717531449,0.211922688233969,0.17096069123439,-0.0268584554770825,-0.0410920208248626,-0.0814339847861323,-0.0185990116505419,-0.0111931465417587,-0.0415630523691242,0.047964283011602,-0.0228190993881761,-0.0245500512559431,0.0437460147475139,0.015720872379335,-0.00787773286790383
"NUCKS1",-0.0671552842594405,-0.0634495142033593,-0.052171168097308,0.00222879214661731,0.135329681957973,0.0999542790073988,0.133109400938507,0.137219118905312,0.178775120047261,-0.0911531445090557,0.0147538326409258,-0.128201234446902,0.0936086227379107,0.0430881147358786,0.078465290268209,-0.0325295214916554,-0.0287879140764797,-0.063969169999373,-0.135126402349957,-0.133108796209999,-0.102237304090725,0.0919821118876243,0.0715945936122004,0.121419236518056,-0.0684928625677959,-0.0838079702688113,-0.151337908833028
"RAD21",0.0253729517350774,0.0149268719058693,0.0305324442282657,0.0297507963001333,0.10905324736088,0.0871284002664687,0.136280913005413,0.14448254425384,0.154737690850268,-0.161444302662348,-0.00316600159059099,-0.0816268441838499,0.0820411163816619,0.0221958769787332,0.0730627210299133,0.000235080376002728,-0.0516784907918559,-0.0617772840220248,-0.164739730051648,-0.123032621741267,-0.133983646402324,-0.0304453838787477,0.00975195710632804,0.0320304760413084,-0.020377427756527,-0.0204493691901568,-0.0988619855488242
